,Task,Buffer,TestCase,SVAR,Def-Use,Plnv
0,2.0,2.0,1.0,0.003968253968253968,0.06666666666666667,0.19791666666666666
1,20.0,2.0,25.0,0.04892700882005695,0.02082093991671624,0.3234490010515247
2,4.0,2.0,5.0,0.019744483159117306,0.08888888888888889,0.27832512315270935
3,4.0,2.0,5.0,0.019744483159117306,0.08888888888888889,0.27832512315270935
4,6.0,2.0,5.0,0.019533527696793004,0.054945054945054944,0.271523178807947
5,8.0,2.0,5.0,0.018778518778518778,0.0392156862745098,0.2672090112640801
