,Task,Buffer,TestCase,SVAR,Def-Use,Plnv
0,2.0,2.0,1.0,0.003968253968253968,0.06666666666666667,0.19791666666666666
1,20.0,2.0,7.0,0.019723591916105284,0.0148720999405116,0.26834910620399577
2,4.0,2.0,2.0,0.009872241579558653,0.05555555555555555,0.22167487684729065
3,4.0,2.0,2.0,0.009872241579558653,0.05555555555555555,0.22167487684729065
4,6.0,2.0,2.0,0.010787172011661808,0.038461538461538464,0.22847682119205298
5,8.0,2.0,2.0,0.011407511407511407,0.029411764705882353,0.23404255319148937
