2,17177292,send,1
2,17177292,send,2
4,17177292,send,1
4,17177292,send,2
6,17177292,send,1
6,17177292,send,2
12,17177292,send,1
12,17177292,send,2
8,17177292,send,1
8,17177292,send,2
10,17177292,send,1
10,17177292,send,2
14,17177292,send,1
14,17177292,send,2
16,17177292,send,1
16,17177292,send,2
2,17177292,send,3
2,17177292,send,4
4,17177292,send,3
4,17177292,send,4
6,17177292,send,3
6,17177292,send,4
12,17177292,send,3
12,17177292,send,4
8,17177292,send,3
8,17177292,send,4
2,17177292,send,5
2,17177292,send,6
10,17177292,send,3
10,17177292,send,4
14,17177292,send,3
14,17177292,send,4
16,17177292,send,3
16,17177292,send,4
4,17177292,send,5
4,17177292,send,6
6,17177292,send,5
6,17177292,send,6
12,17177292,send,5
12,17177292,send,6
8,17177292,send,5
8,17177292,send,6
2,17177292,send,7
2,17177292,send,8
