1,18881228,recv,1
1,18881228,recv,2
3,18881228,recv,1
3,18881228,recv,2
7,18881228,recv,1
7,18881228,recv,2
5,18881228,recv,1
5,18881228,recv,2
1,18881228,recv,3
1,18881228,recv,4
3,18881228,recv,3
3,18881228,recv,4
7,18881228,recv,3
7,18881228,recv,4
5,18881228,recv,3
5,18881228,recv,4
1,18881228,recv,5
1,18881228,recv,6
3,18881228,recv,5
3,18881228,recv,6
7,18881228,recv,5
7,18881228,recv,6
5,18881228,recv,5
5,18881228,recv,6
1,18881228,recv,7
1,18881228,recv,8
3,18881228,recv,7
3,18881228,recv,8
7,18881228,recv,7
7,18881228,recv,8
5,18881228,recv,7
5,18881228,recv,8
