2,6928932,recv,1
2,6931028,recv,2
2,6928932,recv,3
2,6931028,recv,4
1,6928932,recv,1
1,6931028,recv,2
2,6928932,recv,5
2,6931028,recv,6
1,6928932,recv,3
1,6931028,recv,4
2,6928932,recv,7
2,6931028,recv,8
1,6928932,recv,5
1,6931028,recv,6
2,6928932,recv,9
2,6931028,recv,10
1,6928932,recv,7
1,6931028,recv,8
2,6928932,recv,11
2,6931028,recv,12
1,6928932,recv,9
1,6931028,recv,10
2,6928932,recv,13
2,6931028,recv,14
1,6928932,recv,11
1,6931028,recv,12
2,6928932,recv,15
2,6931028,recv,16
1,6928932,recv,13
1,6931028,recv,14
2,6928932,recv,17
2,6931028,recv,18
1,6928932,recv,15
1,6931028,recv,16
2,6928932,recv,19
2,6931028,recv,20
