8,6474300,send,1
10,6474300,send,1
11,6474300,send,1
12,6474300,send,1
13,6474300,send,1
9,6474300,send,1
14,6474300,send,1
8,6476744,send,2
10,6476744,send,2
11,6476744,send,2
12,6476744,send,2
13,6476744,send,2
9,6476744,send,2
14,6476744,send,2
8,6474300,send,3
10,6474300,send,3
11,6474300,send,3
12,6474300,send,3
13,6474300,send,3
9,6474300,send,3
14,6474300,send,3
8,6476744,send,4
10,6476744,send,4
11,6476744,send,4
12,6476744,send,4
13,6476744,send,4
9,6476744,send,4
14,6476744,send,4
8,6474300,send,5
10,6474300,send,5
11,6474300,send,5
12,6474300,send,5
13,6474300,send,5
9,6474300,send,5
14,6474300,send,5
8,6476744,send,6
10,6476744,send,6
11,6476744,send,6
12,6476744,send,6
13,6476744,send,6
9,6476744,send,6
14,6476744,send,6
10,6474300,send,7
11,6474300,send,7
12,6474300,send,7
13,6474300,send,7
8,6474300,send,7
9,6474300,send,7
14,6474300,send,7
10,6476744,send,8
11,6476744,send,8
12,6476744,send,8
13,6476744,send,8
8,6476744,send,8
9,6476744,send,8
14,6476744,send,8
10,6474300,send,9
11,6474300,send,9
12,6474300,send,9
13,6474300,send,9
8,6474300,send,9
9,6474300,send,9
14,6474300,send,9
10,6476744,send,10
11,6476744,send,10
12,6476744,send,10
13,6476744,send,10
8,6476744,send,10
9,6476744,send,10
14,6476744,send,10
