2,18626528,send,1
4,18626380,send,1
4,18626528,send,2
8,18626528,send,1
10,18626380,send,1
10,18626528,send,2
6,18626380,send,1
12,18626380,send,1
2,18626380,send,2
4,18626528,send,3
8,18626380,send,2
10,18626528,send,3
6,18626380,send,2
6,18626528,send,3
12,18626380,send,2
12,18626528,send,3
2,18626380,send,3
2,18626528,send,4
4,18626380,send,4
8,18626380,send,3
8,18626528,send,4
10,18626380,send,4
6,18626528,send,4
12,18626528,send,4
2,18626528,send,5
4,18626380,send,5
4,18626528,send,6
8,18626528,send,5
10,18626380,send,5
10,18626528,send,6
6,18626380,send,5
12,18626380,send,5
