3,5818252,recv,1
3,5818340,recv,2
7,5818252,recv,1
7,5818340,recv,2
1,5818252,recv,1
1,5818340,recv,2
11,5818252,recv,1
11,5818340,recv,2
13,5818252,recv,1
13,5818340,recv,2
9,5818252,recv,1
9,5818340,recv,2
5,5818252,recv,1
5,5818340,recv,2
15,5818252,recv,1
15,5818340,recv,2
3,5818252,recv,3
3,5818340,recv,4
7,5818252,recv,3
7,5818340,recv,4
1,5818252,recv,3
1,5818340,recv,4
11,5818252,recv,3
11,5818340,recv,4
13,5818252,recv,3
13,5818340,recv,4
9,5818252,recv,3
9,5818340,recv,4
5,5818252,recv,3
5,5818340,recv,4
15,5818252,recv,3
15,5818340,recv,4
3,5818252,recv,5
3,5818340,recv,6
7,5818252,recv,5
7,5818340,recv,6
1,5818252,recv,5
1,5818340,recv,6
13,5818252,recv,5
13,5818340,recv,6
11,5818252,recv,5
11,5818340,recv,6
