,ID,Thread,Port,Event,Index,cstruct
623,r624,T2,9688008,recv,3,"['s38', 's29', 's20', 's11', 's2', 's4', 'r4', 'r11']"
624,r625,T1,9688008,recv,4,"['r3', 's1', 's19', 's54', 'r623', 's45', 's28', 's10', 's27', 's36', 's9', 's18', 'r412']"
625,r626,T2,9688008,recv,4,"['s29', 's38', 's20', 's11', 's2', 's4', 'r624', 'r4', 'r11']"
626,r627,T4,9688008,recv,4,"['s38', 's29', 's20', 's11', 's2', 's56', 'r414', 's65', 's18', 's47', 'r9', 's9', 'r73']"
627,r628,T1,9688008,recv,5,"['r3', 'r625', 's1', 's19', 's54', 'r623', 's45', 's28', 's10', 's27', 's36', 's9', 's18', 'r412', 's37']"
628,r629,T2,9688008,recv,5,"['s29', 's38', 's20', 's11', 's1', 's2', 's46', 's19', 's4', 'r626', 'r11', 's28', 's10', 'r624', 's55', 'r4', 's64', 's37']"
629,r630,T4,9688008,recv,5,"['s38', 's29', 's20', 's11', 's2', 'r73', 's56', 'r414', 's65', 's47', 'r9', 's9', 's36', 's27', 's18', 'r627']"
630,r631,T1,9688008,recv,6,"['r3', 'r625', 's1', 's46', 's19', 'r628', 's54', 'r623', 's45', 's28', 's10', 's27', 's36', 's9', 's18', 'r412', 's37']"
631,r632,T2,9688008,recv,6,"['s38', 's29', 's46', 's10', 'r4', 's20', 'r629', 's47', 's28', 'r624', 's55', 's64', 's37', 's2', 's19', 'r626', 's11', 's1', 's4', 'r11']"
632,r633,T1,9688008,recv,7,"['r3', 'r625', 's46', 's45', 's10', 's36', 's27', 's54', 's28', 's37', 's63', 's19', 'r628', 'r631', 's1', 'r623', 's9', 's18', 'r412']"
633,r634,T2,9688008,recv,7,"['s38', 's29', 's46', 's10', 'r4', 's20', 'r629', 's47', 's28', 'r624', 's55', 's64', 's37', 's2', 's19', 'r626', 's11', 's1', 'r632', 's4', 'r11']"
634,r635,T4,9688008,recv,6,"['s38', 's29', 's20', 's11', 'r630', 's2', 'r73', 's56', 'r414', 's65', 's45', 's47', 'r9', 's9', 's36', 's27', 's18', 'r627']"
635,r636,T1,9688008,recv,8,"['r3', 'r625', 's46', 's45', 's10', 'r633', 's36', 's27', 's54', 's28', 's3', 's37', 's63', 's19', 'r628', 'r631', 's1', 'r623', 's9', 's18', 'r412']"
636,r637,T2,9688008,recv,8,"['s38', 's29', 's46', 's10', 'r4', 's20', 'r629', 's47', 's28', 'r624', 's55', 's64', 's37', 'r634', 's2', 's19', 'r626', 's11', 'r632', 's1', 's4', 'r11']"
637,r638,T4,9688008,recv,7,"['s38', 's29', 's45', 's36', 's27', 's20', 's56', 's47', 'r73', 'r635', 'r630', 's2', 's65', 's11', 'r414', 'r9', 's9', 's18', 'r627']"
638,r639,T1,9688008,recv,5,"['r3', 's1', 's46', 'r194', 's19', 's54', 'r189', 'r186', 's45', 's27', 's10', 's28', 's36', 's9', 's18', 's37']"
639,r640,T2,9688008,recv,5,"['s38', 's29', 's20', 's11', 's2', 's47', 'r248', 'r4', 'r245', 'r496']"
640,r641,T4,9688008,recv,5,"['s38', 's29', 's20', 's11', 'r18', 's2', 's56', 'r198', 's65', 's45', 's47', 'r193', 's9', 'r9', 's36', 's27', 's18']"
641,r642,T1,9688008,recv,6,"['r3', 's1', 's46', 's19', 'r639', 'r194', 's54', 'r189', 'r186', 's45', 's28', 's10', 's27', 's36', 's9', 's18', 's37']"
642,r643,T2,9688008,recv,6,"['s38', 's29', 's20', 's11', 's1', 's2', 's46', 's19', 'r640', 'r496', 's47', 's28', 's10', 'r248', 's55', 'r4', 'r245', 's37']"
643,r644,T1,9688008,recv,7,"['r3', 's46', 'r639', 's45', 's10', 's36', 's27', 's54', 's28', 's37', 's63', 's19', 'r186', 'r189', 'r642', 's1', 'r194', 's9', 's18']"
644,r645,T2,9688008,recv,7,"['s38', 's29', 's46', 'r643', 's10', 'r4', 'r245', 's20', 's47', 's28', 's55', 's64', 's37', 's2', 's19', 'r496', 's11', 's1', 'r640', 'r248']"
645,r646,T4,9688008,recv,6,"['s38', 's29', 's20', 's11', 'r18', 's2', 's56', 'r198', 's65', 's45', 's47', 's27', 'r193', 's9', 'r9', 's36', 'r641', 's18']"
646,r647,T1,9688008,recv,8,"['r3', 's46', 'r639', 's45', 's10', 's36', 's27', 's54', 's28', 's37', 's63', 's19', 'r186', 'r189', 'r642', 's1', 'r644', 'r194', 's9', 's18']"
647,r648,T2,9688008,recv,8,"['s29', 's38', 's46', 'r643', 'r645', 's10', 'r4', 'r245', 's20', 's47', 's28', 's55', 's64', 's37', 's2', 's19', 'r496', 's11', 's1', 'r640', 'r248']"
648,r649,T4,9688008,recv,7,"['s38', 'r646', 's29', 'r18', 's45', 's36', 's27', 's20', 's56', 's47', 's2', 'r198', 's65', 'r641', 's11', 'r193', 'r9', 's9', 's18']"
649,r650,T1,9688008,recv,4,"['r3', 's1', 's19', 'r155', 'r158', 's10', 's28', 's37']"
650,r651,T2,9688008,recv,4,"['s29', 's38', 's20', 's11', 's2', 'r218', 'r510', 'r4']"
651,r652,T1,9688008,recv,5,"['r3', 's1', 'r650', 's19', 'r155', 's28', 's10', 'r158', 's37']"
652,r653,T2,9688008,recv,5,"['s29', 's38', 's20', 's11', 's1', 's2', 's46', 's19', 's28', 'r651', 's10', 's55', 'r510', 'r218', 'r4', 's64', 's37']"
653,r654,T4,9688008,recv,5,"['s38', 's29', 's20', 's11', 'r250', 's2', 'r18', 's56', 'r254', 's65', 's45', 's47', 'r9', 's9', 's36', 's27', 's18']"
654,r655,T1,9688008,recv,6,"['r3', 's1', 'r650', 's46', 's19', 'r155', 'r652', 's28', 's10', 'r158', 's37']"
655,r656,T2,9688008,recv,6,"['s38', 's29', 'r653', 's46', 's10', 'r510', 'r4', 's20', 's47', 's28', 'r651', 'r218', 's55', 's64', 's37', 's2', 's19', 's11', 's1']"
656,r657,T1,9688008,recv,7,"['r3', 's46', 'r155', 's45', 's10', 's36', 's27', 'r650', 's54', 'r652', 's28', 's37', 'r655', 's63', 's19', 'r158', 's1', 's9', 's18']"
657,r658,T2,9688008,recv,7,"['s38', 's29', 'r653', 's46', 's10', 'r510', 'r4', 's20', 's47', 's28', 'r651', 'r218', 's55', 's64', 's37', 's2', 's19', 'r656', 's11', 's1']"
658,r659,T4,9688008,recv,6,"['s38', 's29', 's20', 's11', 'r250', 's2', 'r18', 's56', 'r254', 's65', 's36', 's45', 's47', 'r9', 's9', 'r654', 's27', 's18']"
659,r660,T1,9688008,recv,8,"['r3', 's46', 'r155', 's45', 's10', 'r657', 's36', 's27', 'r650', 's54', 'r652', 's28', 's37', 'r655', 's63', 's19', 'r158', 's1', 's9', 's18']"
660,r661,T2,9688008,recv,8,"['s38', 's29', 'r653', 's46', 's10', 'r510', 'r4', 's20', 'r658', 's47', 's28', 'r651', 'r218', 's55', 's64', 's37', 's2', 's19', 'r656', 's11', 's1', 's4']"
661,r662,T4,9688008,recv,7,"['s38', 's29', 'r18', 'r250', 's45', 's36', 's27', 's20', 's56', 's47', 's2', 'r254', 's65', 'r654', 's11', 'r659', 'r9', 's9', 's18']"
662,r663,T3,9688008,recv,2,"['s21', 's39', 's30', 's12', 's3', 'r1']"
663,r664,T3,9688008,recv,3,"['s21', 's39', 's30', 'r663', 's12', 's3', 'r1']"
664,r665,T1,9688008,recv,4,"['r3', 's1', 's19', 'r155', 'r158', 's10', 's28', 's3', 's37']"
665,r666,T3,9688008,recv,4,"['s21', 's39', 'r664', 's30', 'r663', 's12', 's3', 'r1']"
666,r667,T1,9688008,recv,5,"['r3', 's63', 's1', 's37', 's19', 's54', 'r155', 's45', 'r158', 's10', 's28', 's9', 's3', 's36', 's27', 's18', 'r665']"
667,r668,T3,9688008,recv,5,"['s21', 's39', 'r664', 's30', 'r663', 'r666', 's12', 's3', 'r1']"
668,r669,T4,9688008,recv,5,"['s29', 's38', 's20', 's11', 'r18', 's2', 'r27', 'r36', 's56', 's47', 'r9', 's9', 's27', 's18']"
669,r670,T1,9688008,recv,6,"['r3', 's63', 's1', 'r667', 's37', 's19', 's54', 'r155', 's45', 's27', 'r158', 's10', 's28', 's3', 's36', 's9', 's18', 'r665']"
670,r671,T2,9688008,recv,6,"['s38', 's29', 'r390', 's20', 's11', 'r387', 's2', 's1', 'r394', 's46', 's19', 's47', 's28', 'r4', 's10', 's55', 'r398', 's37']"
671,r672,T3,9688008,recv,6,"['r668', 's21', 's39', 's1', 'r664', 's30', 'r663', 'r666', 's12', 's3', 'r1']"
672,r673,T1,9688008,recv,7,"['r3', 's46', 'r667', 'r155', 's45', 's10', 's36', 's27', 's54', 's28', 's3', 's37', 's63', 's19', 'r158', 's1', 'r670', 's9', 's18', 'r665']"
673,r674,T2,9688008,recv,7,"['s38', 's29', 's46', 's10', 'r4', 'r390', 's20', 'r394', 's47', 's28', 's55', 's64', 'r398', 's37', 'r671', 'r387', 's2', 's19', 's11', 's1']"
674,r675,T4,9688008,recv,6,"['s38', 's29', 's20', 's11', 'r18', 's2', 'r27', 'r36', 's56', 's65', 's47', 'r669', 'r9', 's9', 's27', 's18']"
675,r676,T3,9688008,recv,7,"['r668', 's21', 's39', 's1', 'r672', 's30', 'r664', 'r663', 'r666', 's12', 's3', 'r1', 's48']"
676,r677,T1,9688008,recv,8,"['r3', 's46', 'r667', 'r155', 's45', 's10', 'r673', 's36', 's27', 's54', 's28', 's3', 's37', 's63', 's19', 'r158', 's1', 'r670', 's9', 's18', 'r665']"
677,r678,T2,9688008,recv,8,"['s38', 's29', 'r674', 's46', 's10', 'r4', 'r390', 's20', 'r394', 's47', 's28', 's55', 's64', 'r398', 's37', 'r671', 'r387', 's2', 's19', 's11', 's1', 's4']"
678,r679,T4,9688008,recv,7,"['s38', 's29', 's20', 's11', 'r18', 's2', 'r27', 'r36', 's56', 's65', 's47', 's27', 'r669', 'r9', 's36', 's9', 's18', 'r675']"
679,r680,T3,9688008,recv,8,"['r668', 's21', 's39', 's1', 'r672', 's30', 'r664', 'r1', 's57', 'r663', 'r666', 's12', 's3', 'r676', 's48']"
680,r681,T2,9688008,recv,4,"['s29', 's20', 's11', 's2', 's4', 'r20', 'r4', 'r11']"
681,r682,T4,9688008,recv,4,"['s38', 's29', 's20', 's11', 's2', 'r430', 's56', 's65', 'r220', 's45', 's47', 'r9', 's9', 's36', 's27', 's18']"
682,r683,T2,9688008,recv,5,"['s29', 'r681', 's20', 's11', 's1', 's2', 's46', 's19', 's4', 'r20', 's28', 's10', 'r4', 's55', 'r11', 's37']"
683,r684,T4,9688008,recv,5,"['s38', 's29', 's20', 's11', 's2', 'r430', 's56', 's65', 'r220', 's45', 's47', 'r682', 's9', 'r9', 's36', 's27', 's18']"
684,r685,T1,9688008,recv,6,"['r3', 's1', 's46', 's19', 'r194', 'r186', 'r189', 'r498', 's28', 's10', 's37']"
685,r686,T2,9688008,recv,6,"['s38', 's29', 'r681', 'r683', 's11', 's20', 's2', 's1', 's46', 's19', 's4', 'r20', 's28', 's10', 'r4', 's55', 'r11', 's37']"
686,r687,T1,9688008,recv,7,"['r3', 's1', 's46', 's19', 'r194', 's54', 'r189', 'r186', 'r498', 's45', 's27', 'r685', 's28', 's10', 's36', 's9', 's18', 's37']"
687,r688,T2,9688008,recv,7,"['s38', 's29', 'r681', 's46', 's10', 'r4', 's20', 'r20', 's47', 's28', 's55', 's37', 'r683', 's2', 'r686', 's19', 's11', 's1', 's4', 'r11']"
688,r689,T4,9688008,recv,6,"['s38', 's29', 's20', 's11', 's2', 's56', 'r430', 'r684', 'r220', 's65', 's45', 's47', 'r682', 's9', 'r9', 's36', 's27', 's18']"
689,r690,T1,9688008,recv,8,"['r3', 's46', 's45', 's10', 's36', 'r687', 's27', 's54', 's28', 's3', 's37', 's19', 'r186', 'r189', 'r685', 's1', 'r194', 'r498', 's9', 's18']"
690,r691,T2,9688008,recv,8,"['s38', 's29', 'r681', 's46', 's10', 'r4', 's20', 'r688', 'r20', 's47', 's28', 's55', 's37', 'r683', 's2', 'r686', 's19', 's11', 's1', 's4', 'r11']"
691,r692,T4,9688008,recv,7,"['s38', 's29', 'r684', 's45', 's36', 's27', 's20', 's56', 's47', 's2', 'r430', 's65', 'r220', 'r689', 's11', 'r682', 'r9', 's9', 's18']"
692,r693,T2,9688008,recv,3,"['s11', 's1', 's2', 's46', 'r70', 's19', 's28', 's10', 'r4', 's55', 's64', 's37']"
693,r694,T4,9688008,recv,3,"['s38', 's29', 's20', 'r18', 's11', 's2', 's56', 's65', 's47', 'r9', 's9']"
694,r695,T2,9688008,recv,4,"['s20', 's11', 's2', 's1', 's46', 'r70', 's19', 's28', 's10', 'r4', 's55', 'r693', 's64', 's37']"
695,r696,T4,9688008,recv,4,"['s38', 's29', 's20', 'r18', 's11', 's2', 's56', 's65', 's47', 'r9', 's9', 'r694', 's27', 's18']"
696,r697,T1,9688008,recv,5,"['r3', 's1', 's46', 's19', 'r136', 's28', 's10', 'r133', 'r130', 's37']"
697,r698,T2,9688008,recv,5,"['s38', 's29', 's20', 's11', 's2', 's1', 's46', 'r70', 's19', 'r695', 's28', 's10', 'r4', 's55', 'r693', 's64', 's37']"
698,r699,T4,9688008,recv,5,"['s38', 's29', 's20', 's11', 'r18', 's2', 's56', 's65', 'r696', 's47', 'r9', 's9', 'r694', 's27', 's18']"
699,r700,T1,9688008,recv,6,"['r3', 's63', 'r697', 's1', 's46', 's19', 's54', 'r136', 's45', 's28', 's10', 's9', 'r133', 's36', 'r130', 's27', 's18', 's37']"
700,r701,T2,9688008,recv,6,"['s38', 's29', 's46', 'r695', 's10', 'r4', 'r693', 's20', 's47', 's28', 's55', 's64', 's37', 's2', 's19', 's11', 's1', 'r70', 'r698']"
701,r702,T1,9688008,recv,7,"['r3', 's46', 's45', 's10', 'r133', 's36', 's27', 's54', 's28', 's37', 's63', 'r697', 's19', 'r136', 's1', 'r700', 'r130', 's9', 's18']"
702,r703,T2,9688008,recv,7,"['s38', 's29', 's46', 'r695', 'r701', 's10', 'r4', 'r693', 's20', 's47', 's28', 's55', 's64', 's37', 's2', 's19', 's11', 's1', 'r70', 'r698']"
703,r704,T4,9688008,recv,6,"['s38', 's29', 's20', 's11', 'r18', 's2', 's56', 's65', 'r696', 's45', 's47', 'r9', 's9', 's36', 'r694', 's27', 's18', 'r699']"
704,r705,T1,9688008,recv,8,"['r3', 'r702', 's46', 's45', 's10', 'r133', 's36', 's27', 's54', 's28', 's3', 's37', 's63', 'r697', 's19', 'r136', 's1', 'r700', 'r130', 's9', 's18']"
705,r706,T2,9688008,recv,8,"['s29', 's38', 's46', 'r695', 'r701', 's10', 'r4', 'r693', 's20', 's47', 's28', 's55', 's64', 's37', 's2', 's19', 's11', 's1', 'r70', 'r698', 'r703']"
706,r707,T4,9688008,recv,7,"['s38', 's29', 'r18', 's45', 's36', 's27', 'r699', 's20', 's56', 's47', 'r694', 's2', 's65', 'r696', 's11', 'r704', 'r9', 's9', 's18']"
707,r708,T2,9688008,recv,4,"['s38', 's29', 'r131', 's20', 's11', 's2', 'r293', 's4', 's47', 'r4']"
708,r709,T4,9688008,recv,4,"['s38', 's29', 's20', 's11', 's2', 'r73', 's56', 'r414', 's47', 'r9', 's9', 's36', 's27', 's18']"
709,r710,T2,9688008,recv,5,"['r708', 's38', 's29', 's46', 's10', 'r4', 's20', 's47', 's28', 's55', 's64', 's37', 'r131', 's2', 's19', 's11', 's1', 'r293', 's4']"
710,r711,T4,9688008,recv,5,"['s38', 's29', 's20', 's11', 's2', 'r73', 's56', 'r414', 's45', 's47', 'r9', 's9', 'r709', 's36', 's27', 's18']"
711,r712,T2,9688008,recv,6,"['s29', 's38', 'r708', 's46', 's10', 'r4', 'r710', 's20', 's47', 's28', 's55', 's64', 's37', 'r131', 's2', 's19', 's11', 's1', 'r293', 's4']"
712,r713,T2,9688008,recv,7,"['s38', 's29', 'r708', 's46', 's10', 'r4', 'r710', 'r712', 's20', 's47', 's28', 's55', 's64', 's37', 'r131', 's2', 's19', 's11', 's1', 'r293', 's4']"
713,r714,T4,9688008,recv,6,"['s38', 's29', 's20', 's11', 's2', 'r73', 's56', 'r414', 's65', 's45', 's47', 'r9', 's9', 'r709', 's36', 'r711', 's27', 's18']"
714,r715,T2,9688008,recv,8,"['s38', 's29', 'r708', 's46', 'r713', 's10', 'r4', 'r710', 'r712', 's20', 's47', 's28', 's55', 's64', 's37', 'r131', 's2', 's19', 's11', 's1', 'r293', 's4']"
715,r716,T4,9688008,recv,7,"['s38', 's29', 's45', 's36', 's27', 's20', 's56', 's47', 'r73', 's2', 's65', 'r709', 'r711', 's11', 'r414', 'r714', 'r9', 's9', 's18']"
716,r717,T1,9688008,recv,3,"['r3', 's1', 's19', 'r10', 's28', 's10', 's3', 's37']"
717,r718,T1,9688008,recv,4,"['r3', 'r717', 's1', 's19', 'r10', 's28', 's10', 's3', 's37']"
718,r719,T4,9688008,recv,4,"['r509', 's45', 'r511', 'r9', 's9', 's36', 's27', 's18']"
719,r720,T1,9688008,recv,5,"['r3', 'r717', 's1', 's46', 's19', 'r10', 'r718', 's28', 's10', 's3', 's37']"
720,r721,T2,9688008,recv,5,"['s29', 's38', 's20', 's11', 's1', 'r222', 's46', 's2', 's19', 's28', 'r226', 's10', 's55', 'r218', 'r4', 's37']"
721,r722,T4,9688008,recv,5,"['s38', 's29', 'r509', 's20', 's11', 's2', 's56', 'r719', 's65', 's45', 's47', 'r511', 'r9', 's9', 's36', 's27', 's18']"
722,r723,T1,9688008,recv,6,"['r3', 'r717', 's1', 's46', 's19', 's54', 's3', 'r10', 's45', 'r718', 's27', 's28', 's10', 'r720', 's36', 's9', 's18', 's37']"
723,r724,T2,9688008,recv,6,"['s29', 's38', 's20', 's11', 'r721', 's1', 'r222', 's46', 's2', 's19', 's28', 's10', 'r226', 's55', 'r218', 'r4', 's64', 's37']"
724,r725,T1,9688008,recv,7,"['r3', 'r723', 's46', 's45', 's10', 's36', 's27', 's54', 's28', 's3', 's37', 's63', 'r717', 's19', 'r720', 's1', 'r10', 'r718', 's9', 's18']"
725,r726,T2,9688008,recv,7,"['s38', 's29', 'r222', 's46', 'r724', 's10', 'r226', 'r4', 's20', 's47', 's28', 'r218', 's55', 's64', 's37', 's2', 's19', 's11', 'r721', 's1']"
726,r727,T4,9688008,recv,6,"['s38', 's29', 'r509', 's20', 's11', 's2', 's56', 'r719', 's65', 's45', 's47', 's27', 'r511', 'r9', 's9', 's36', 'r722', 's18']"
727,r728,T1,9688008,recv,8,"['r3', 'r723', 's46', 's45', 's10', 's36', 's27', 'r725', 's54', 's28', 's3', 's37', 's63', 'r717', 's19', 'r720', 's1', 'r10', 'r718', 's9', 's18']"
728,r729,T2,9688008,recv,8,"['s38', 's29', 'r222', 's46', 'r724', 's10', 'r226', 'r4', 's20', 's47', 's28', 'r218', 's55', 's64', 's37', 's2', 's19', 's11', 'r721', 's1', 'r726']"
729,r730,T4,9688008,recv,7,"['s38', 's29', 's45', 's36', 's27', 's20', 'r727', 's56', 's47', 'r722', 'r509', 's2', 'r719', 's65', 's11', 'r511', 'r9', 's9', 's18']"
730,r731,T1,9688008,recv,3,"['r3', 's1', 'r69', 's46', 's19', 's28', 's10', 's37']"
731,r732,T1,9688008,recv,4,"['r3', 'r731', 's1', 'r69', 's46', 's19', 's28', 's10', 's37']"
732,r733,T1,9688008,recv,5,"['r3', 'r731', 's1', 'r69', 's46', 's19', 'r732', 's10', 's28', 's37']"
733,r734,T2,9688008,recv,5,"['s29', 's38', 's20', 's11', 's1', 'r271', 's46', 's2', 's19', 'r274', 'r104', 's28', 's10', 'r4', 's55', 's37']"
734,r735,T1,9688008,recv,6,"['r3', 'r731', 's1', 'r733', 'r69', 's46', 's19', 's28', 's10', 'r732', 's37']"
735,r736,T2,9688008,recv,6,"['s29', 's38', 's20', 's11', 's1', 'r271', 's46', 's2', 's19', 'r274', 'r104', 's28', 's10', 'r4', 's55', 'r734', 's64', 's37']"
736,r737,T1,9688008,recv,7,"['r3', 'r731', 's1', 'r733', 'r69', 's46', 's19', 's54', 's45', 's27', 's28', 's10', 'r735', 'r732', 's36', 's9', 's18', 's37']"
737,r738,T2,9688008,recv,7,"['s38', 's29', 's46', 'r736', 's10', 'r4', 's20', 's47', 's28', 's55', 's64', 's37', 's2', 'r271', 's19', 'r274', 'r734', 's11', 's1', 'r104']"
738,r739,T4,9688008,recv,6,"['r166', 's38', 's29', 's20', 's11', 'r18', 's2', 's56', 'r171', 's45', 's47', 'r161', 'r9', 's9', 's36', 's27', 's18']"
739,r740,T1,9688008,recv,8,"['r3', 'r733', 's46', 's45', 's10', 's36', 's27', 'r731', 'r69', 's54', 's28', 'r732', 'r735', 's3', 's37', 's19', 'r737', 's1', 's9', 's18']"
740,r741,T2,9688008,recv,8,"['s38', 's29', 's46', 'r736', 's10', 'r4', 's20', 's47', 's28', 's55', 's64', 's37', 's2', 'r271', 's19', 'r738', 'r274', 'r734', 's11', 's1', 's4', 'r104']"
741,r742,T4,9688008,recv,7,"['r166', 's38', 's29', 's20', 's11', 'r18', 's2', 's56', 's36', 'r171', 's45', 's47', 's27', 'r161', 'r9', 'r739', 's9', 's18']"
742,r743,T1,9688008,recv,4,"['r3', 'r428', 's1', 's19', 's54', 's45', 'r103', 's27', 's10', 's36', 's9', 's18']"
743,r744,T1,9688008,recv,5,"['r3', 's1', 'r428', 's19', 's54', 's45', 'r103', 's28', 's10', 's27', 'r743', 's36', 's9', 's18', 's37']"
744,r745,T2,9688008,recv,5,"['s38', 's29', 's20', 's11', 'r29', 's2', 's4', 'r20', 'r4', 'r11']"
745,r746,T1,9688008,recv,6,"['r3', 's1', 'r428', 's46', 's19', 's54', 's18', 's45', 'r103', 's28', 's10', 's27', 'r743', 's36', 's9', 's37', 'r744']"
746,r747,T2,9688008,recv,6,"['s38', 's29', 's20', 's11', 'r29', 's1', 's2', 's46', 's19', 's4', 'r745', 'r20', 's28', 's10', 'r4', 's55', 'r11', 's37']"
747,r748,T1,9688008,recv,7,"['r3', 's46', 's45', 's10', 's36', 's27', 'r746', 's54', 'r103', 's28', 'r743', 's37', 's63', 's19', 'r744', 's1', 'r428', 's9', 's18']"
748,r749,T2,9688008,recv,7,"['s38', 's29', 's46', 'r747', 's10', 'r4', 's20', 'r20', 's28', 's55', 's64', 's37', 's2', 's19', 's11', 'r29', 's1', 's4', 'r745', 'r11']"
749,r750,T1,9688008,recv,8,"['r3', 's46', 's45', 'r748', 's10', 's36', 's27', 'r746', 's54', 'r103', 's28', 'r743', 's3', 's37', 's63', 's19', 'r744', 's1', 'r428', 's9', 's18']"
750,r751,T2,9688008,recv,8,"['s29', 's38', 's46', 'r747', 's10', 'r4', 's20', 'r20', 's28', 's55', 's64', 's37', 's2', 's19', 'r749', 's11', 'r29', 's1', 's4', 'r745', 'r11']"
751,r752,T1,9688008,recv,3,"['r3', 's1', 's19', 's54', 's45', 's27', 's28', 's10', 's36', 'r130', 's9', 's18']"
752,r753,T4,9688008,recv,3,"['s45', 's27', 'r106', 'r9', 's36', 's9', 's18']"
753,r754,T1,9688008,recv,4,"['r3', 's1', 's19', 's54', 's45', 's27', 's10', 's28', 'r752', 's36', 'r130', 's9', 's18']"
754,r755,T2,9688008,recv,4,"['s29', 'r131', 's20', 's11', 's1', 's2', 's46', 's19', 'r134', 's28', 's10', 'r4', 's55', 's37']"
755,r756,T4,9688008,recv,4,"['s45', 'r106', 'r9', 's9', 's36', 's27', 's18', 'r753']"
756,r757,T1,9688008,recv,5,"['r3', 's63', 's1', 's19', 's54', 'r754', 's45', 's28', 's10', 's9', 'r752', 's36', 'r130', 's27', 's18']"
757,r758,T2,9688008,recv,5,"['s29', 'r131', 's20', 's11', 's1', 's2', 's46', 's19', 'r134', 'r755', 's28', 's10', 'r4', 's55', 's64', 's37']"
758,r759,T4,9688008,recv,5,"['r756', 's45', 'r106', 'r9', 's9', 's36', 's27', 's18', 'r753']"
759,r760,T1,9688008,recv,6,"['r3', 's63', 's1', 'r757', 's19', 's54', 'r754', 's45', 's28', 's10', 's9', 'r752', 's36', 'r130', 's27', 's18', 's37']"
760,r761,T2,9688008,recv,6,"['s38', 's29', 'r131', 's20', 's11', 's2', 's1', 's46', 's19', 'r134', 'r758', 'r755', 's28', 's10', 'r4', 's55', 's64', 's37']"
761,r762,T1,9688008,recv,7,"['r3', 's46', 's45', 's10', 'r752', 's36', 's27', 'r760', 'r757', 's54', 'r754', 's28', 's37', 's63', 's19', 's1', 'r130', 's9', 's18']"
762,r763,T2,9688008,recv,7,"['s38', 's29', 's46', 's10', 'r4', 's20', 'r758', 's47', 'r755', 's28', 's55', 'r761', 's64', 's37', 'r131', 's2', 's19', 's11', 's1', 'r134']"
763,r764,T4,9688008,recv,6,"['s38', 's29', 's20', 's11', 's2', 'r756', 's56', 'r759', 's45', 's47', 'r106', 'r9', 's9', 's36', 's27', 's18', 'r753']"
764,r765,T1,9688008,recv,8,"['r3', 's46', 's45', 's10', 'r752', 's36', 's27', 'r760', 'r757', 's54', 'r754', 's28', 'r762', 's37', 's63', 's19', 's1', 'r130', 's9', 's18']"
765,r766,T2,9688008,recv,8,"['s38', 's29', 's46', 'r763', 's10', 'r4', 's20', 'r758', 's47', 'r755', 's28', 's55', 'r761', 's64', 's37', 'r131', 's2', 's19', 's11', 's1', 'r134']"
766,r767,T4,9688008,recv,7,"['s38', 's29', 's20', 's11', 's2', 'r756', 's56', 'r764', 'r759', 's45', 's47', 's27', 'r106', 'r9', 's36', 's9', 's18', 'r753']"
767,r768,T3,9688008,recv,2,"['s21', 's39', 's30', 's12', 's3', 'r1', 's48']"
768,r769,T4,9688008,recv,2,"['s38', 's29', 's20', 's11', 's2', 's56', 's47', 'r9']"
769,r770,T1,9688008,recv,3,"['r3', 's63', 's1', 's46', 's19', 'r186', 's54', 's45', 's28', 's10', 's9', 's36', 's27', 's18', 's37']"
770,r771,T2,9688008,recv,3,"['s20', 's11', 's2', 'r70', 'r4']"
771,r772,T3,9688008,recv,3,"['s21', 'r768', 's39', 's30', 's12', 's3', 'r1', 's48']"
772,r773,T4,9688008,recv,3,"['s38', 's29', 's20', 's11', 's2', 's56', 'r769', 's47', 'r9', 's9', 's18']"
773,r774,T1,9688008,recv,4,"['r3', 's63', 's1', 's46', 's19', 'r770', 'r186', 's54', 's45', 's28', 's10', 's9', 's36', 's27', 's18', 's37']"
774,r775,T2,9688008,recv,4,"['s38', 's29', 's20', 's11', 's2', 'r70', 'r771', 'r4']"
775,r776,T3,9688008,recv,4,"['s21', 'r768', 's39', 's30', 'r772', 's12', 's3', 'r1', 's48']"
776,r777,T4,9688008,recv,4,"['s38', 's29', 's20', 's11', 's2', 's56', 'r769', 's47', 'r773', 's9', 'r9', 's27', 's18']"
777,r778,T1,9688008,recv,5,"['r3', 's63', 'r774', 's1', 's46', 's19', 'r770', 'r186', 's54', 's45', 's28', 's10', 's9', 's36', 's27', 's18', 's37']"
778,r779,T2,9688008,recv,5,"['s29', 's38', 's20', 's11', 's2', 'r70', 'r775', 'r771', 'r4']"
779,r780,T3,9688008,recv,5,"['s21', 'r768', 's39', 's30', 'r772', 's12', 'r776', 's3', 'r1', 's48']"
780,r781,T4,9688008,recv,5,"['s38', 's29', 's20', 's11', 's2', 's56', 'r769', 's65', 's47', 'r773', 's9', 'r9', 'r777', 's27', 's18']"
781,r782,T1,9688008,recv,6,"['r3', 's63', 'r774', 's1', 's46', 's19', 'r770', 's54', 'r186', 's45', 's27', 's28', 's10', 's36', 's9', 's18', 'r778', 's37']"
782,r783,T2,9688008,recv,6,"['s29', 's38', 's20', 's11', 'r779', 's1', 's2', 's46', 'r70', 's19', 'r775', 'r771', 's28', 's10', 'r4', 's55', 's64', 's37']"
