,ID,Thread,Port,Event,Index,cstruct
783,r784,T3,9688008,recv,6,"['s21', 'r768', 's39', 'r780', 's30', 'r772', 's12', 'r776', 's3', 'r1', 's48']"
784,r785,T1,9688008,recv,7,"['r3', 'r774', 's46', 's45', 's10', 's36', 's27', 'r770', 's54', 'r782', 's28', 's3', 's37', 's63', 's19', 'r186', 'r778', 's1', 's9', 's18']"
785,r786,T2,9688008,recv,7,"['s38', 's29', 'r779', 's46', 's10', 'r4', 'r783', 's20', 's47', 's28', 's55', 's64', 's37', 's2', 's19', 'r775', 'r771', 's11', 's1', 'r70']"
786,r787,T4,9688008,recv,6,"['r781', 'r777', 's38', 's29', 's20', 's11', 's2', 's56', 'r769', 's65', 's45', 's47', 'r773', 's9', 'r9', 's36', 's27', 's18']"
787,r788,T3,9688008,recv,7,"['s21', 'r768', 's39', 's1', 'r780', 's30', 'r784', 'r772', 's12', 'r776', 's3', 'r1', 's48']"
788,r789,T1,9688008,recv,8,"['r3', 'r774', 's46', 's45', 's10', 's36', 's27', 'r770', 's54', 'r782', 's28', 's3', 's37', 's63', 's19', 'r186', 'r785', 'r778', 's1', 's9', 's18']"
789,r790,T2,9688008,recv,8,"['s38', 's29', 'r779', 's46', 's10', 'r4', 'r783', 's20', 's47', 's28', 's55', 's64', 's37', 's2', 's19', 'r775', 'r771', 's11', 's1', 'r70', 'r786']"
790,r791,T4,9688008,recv,7,"['r781', 's38', 's29', 's45', 's36', 's27', 's20', 's56', 'r769', 's47', 'r773', 's2', 's65', 'r787', 's11', 'r9', 'r777', 's9', 's18']"
791,r792,T3,9688008,recv,8,"['s21', 'r768', 's39', 's1', 's30', 'r780', 'r784', 's57', 's48', 'r772', 's12', 'r776', 's3', 'r1', 'r788']"
792,r793,T1,9688008,recv,4,"['r3', 's1', 's19', 's54', 'r155', 's45', 'r158', 's27', 's10', 's28', 's36', 's9', 's18', 's37']"
793,r794,T1,9688008,recv,5,"['r3', 's1', 's37', 's19', 's54', 'r155', 's45', 's28', 's10', 'r158', 's27', 's36', 's9', 's18', 'r793']"
794,r795,T2,9688008,recv,5,"['s38', 's29', 'r681', 's20', 's11', 's2', 's4', 'r20', 's47', 'r4', 'r11']"
795,r796,T4,9688008,recv,5,"['r18', 'r250', 'r254', 's45', 'r9', 's9', 's36', 's27', 's18']"
796,r797,T1,9688008,recv,6,"['r3', 's1', 's37', 's19', 's54', 'r155', 's45', 's28', 's10', 'r158', 's27', 's3', 's36', 'r794', 's9', 's18', 'r793']"
797,r798,T2,9688008,recv,6,"['s38', 's29', 'r681', 's20', 's11', 's2', 's4', 'r20', 's47', 'r795', 'r4', 'r11']"
798,r799,T1,9688008,recv,7,"['r3', 'r155', 's45', 's10', 's36', 's27', 's54', 's28', 's3', 's37', 'r793', 's63', 's19', 'r158', 's1', 'r797', 'r794', 's9', 's18']"
799,r800,T2,9688008,recv,7,"['s38', 's29', 'r681', 's46', 's10', 'r4', 's20', 'r20', 's47', 's28', 's55', 's37', 's2', 's19', 's11', 's1', 's4', 'r795', 'r11', 'r798']"
800,r801,T4,9688008,recv,6,"['s38', 's29', 's20', 's11', 'r250', 's2', 'r18', 's56', 'r254', 's18', 's45', 's47', 'r9', 's9', 's36', 's27', 'r796']"
801,r802,T1,9688008,recv,8,"['r3', 'r155', 's45', 's10', 's36', 's27', 's54', 's28', 's3', 'r793', 's37', 's63', 's19', 'r158', 's1', 'r799', 'r797', 'r794', 's9', 's18']"
802,r803,T2,9688008,recv,8,"['s38', 's29', 'r681', 's46', 's10', 'r4', 's20', 'r20', 's47', 's28', 's55', 's37', 's2', 's19', 's11', 's1', 's4', 'r795', 'r11', 'r800', 'r798']"
803,r804,T4,9688008,recv,7,"['s38', 's29', 's20', 's11', 'r250', 's2', 'r18', 's56', 'r254', 's18', 'r801', 's45', 's47', 's27', 'r9', 's36', 's9', 'r796']"
804,r805,T1,9688008,recv,4,"['r3', 'r244', 's63', 's1', 's46', 's19', 's54', 's45', 's28', 's10', 'r247', 's9', 's36', 's27', 's18', 's37']"
805,r806,T2,9688008,recv,4,"['s38', 's29', 's20', 's11', 's2', 'r70', 'r4', 'r75']"
806,r807,T4,9688008,recv,4,"['r73', 'r294', 's45', 'r9', 's9', 's36', 's27', 's18']"
807,r808,T1,9688008,recv,5,"['r3', 'r244', 's63', 's1', 's46', 's19', 's54', 's45', 's28', 's10', 'r247', 's9', 's36', 'r805', 's27', 's18', 's37']"
808,r809,T2,9688008,recv,5,"['s38', 's29', 's20', 's11', 's2', 'r70', 's47', 'r806', 'r4', 'r75']"
809,r810,T4,9688008,recv,5,"['r73', 'r294', 'r807', 's45', 'r9', 's9', 's36', 's27', 's18']"
810,r811,T1,9688008,recv,6,"['r3', 'r244', 's63', 's1', 'r808', 's46', 's19', 's54', 's45', 's28', 's10', 'r247', 's9', 's36', 'r805', 's27', 's18', 's37']"
811,r812,T2,9688008,recv,6,"['s38', 's29', 'r75', 's20', 's11', 's1', 's2', 's46', 'r70', 's19', 'r809', 's47', 's28', 's10', 'r806', 's55', 'r4', 's37']"
812,r813,T1,9688008,recv,7,"['r3', 'r244', 'r808', 's46', 's45', 's10', 's36', 's27', 's54', 'r811', 's28', 'r247', 's37', 's63', 's19', 's1', 'r805', 's9', 's18']"
813,r814,T2,9688008,recv,7,"['s38', 's29', 's46', 'r812', 'r809', 's10', 'r4', 's20', 's47', 's28', 's55', 's64', 's37', 's2', 's19', 'r75', 's11', 's1', 'r70', 'r806']"
814,r815,T4,9688008,recv,6,"['s38', 's29', 'r810', 's20', 's11', 's2', 'r73', 's56', 's65', 'r294', 'r807', 's45', 's47', 'r9', 's9', 's36', 's27', 's18']"
815,r816,T1,9688008,recv,8,"['r3', 'r244', 'r808', 's46', 'r813', 's45', 's10', 's36', 's27', 's54', 'r811', 's28', 'r247', 's37', 's63', 's19', 's1', 'r805', 's9', 's18']"
816,r817,T2,9688008,recv,8,"['s38', 's29', 's46', 'r812', 'r809', 's10', 'r4', 's20', 's47', 's28', 'r814', 's55', 's64', 's37', 's2', 's19', 'r75', 's11', 's1', 'r70', 's4', 'r806']"
817,r818,T4,9688008,recv,7,"['s38', 's29', 'r810', 'r815', 'r294', 'r807', 's45', 's36', 's27', 's20', 's56', 's47', 'r73', 's2', 's65', 's11', 'r9', 's9', 's18']"
818,r819,T1,9688008,recv,5,"['r3', 'r625', 's63', 's1', 's19', 's54', 'r623', 's45', 's28', 's10', 's9', 's36', 's27', 's18', 'r412']"
819,r820,T1,9688008,recv,6,"['r3', 'r625', 's63', 's1', 's19', 's54', 'r623', 'r819', 's45', 's28', 's10', 's9', 's36', 's27', 's18', 'r412', 's37']"
820,r821,T2,9688008,recv,6,"['s38', 's29', 's20', 's11', 'r453', 's2', 'r455', 's4', 'r104', 's47', 'r4', 'r451']"
821,r822,T1,9688008,recv,7,"['r3', 'r625', 's46', 's45', 's10', 's36', 's27', 's54', 's28', 's37', 's63', 's19', 'r820', 's1', 'r623', 'r819', 's9', 's18', 'r412']"
822,r823,T2,9688008,recv,7,"['s38', 's29', 's46', 's10', 'r4', 'r451', 's20', 'r455', 's47', 's28', 's55', 's64', 's37', 'r453', 's2', 's19', 'r821', 's11', 's1', 's4', 'r104']"
823,r824,T1,9688008,recv,8,"['r3', 'r625', 's46', 's45', 's10', 's36', 's27', 's54', 's28', 's3', 's37', 's63', 's19', 'r820', 's1', 'r822', 'r623', 'r819', 's9', 's18', 'r412']"
824,r825,T2,9688008,recv,8,"['s38', 's29', 's46', 's10', 'r4', 'r451', 's20', 'r455', 's47', 's28', 's55', 's64', 's37', 'r823', 'r453', 's2', 's19', 'r821', 's11', 's1', 's4', 'r104']"
825,r826,T2,9688008,recv,3,"['s11', 'r387', 's2', 's1', 's46', 's19', 's28', 'r4', 's10', 's55', 's37']"
826,r827,T1,9688008,recv,4,"['r3', 's1', 'r69', 's19', 'r74', 's10', 's3']"
827,r828,T2,9688008,recv,4,"['s20', 's11', 'r387', 's2', 's1', 'r826', 's46', 's19', 's28', 'r4', 's10', 's55', 's37']"
828,r829,T4,9688008,recv,4,"['s38', 's29', 's20', 's11', 'r250', 's2', 'r18', 's56', 's65', 's47', 'r9', 's9', 's27', 's18']"
829,r830,T1,9688008,recv,5,"['r3', 's1', 'r69', 's19', 'r74', 'r827', 's28', 's10', 's3']"
830,r831,T2,9688008,recv,5,"['s29', 's20', 's11', 'r387', 's2', 's1', 'r826', 's46', 's19', 'r828', 'r4', 's28', 's55', 's10', 's37']"
831,r832,T4,9688008,recv,5,"['s38', 's29', 's20', 's11', 'r250', 's2', 'r18', 's56', 's65', 's47', 's27', 'r9', 's36', 's9', 's18', 'r829']"
832,r833,T1,9688008,recv,6,"['r3', 's63', 's1', 'r69', 's19', 'r830', 's54', 'r74', 's45', 'r827', 's28', 's10', 's9', 's3', 's36', 's27', 's18']"
833,r834,T2,9688008,recv,6,"['s38', 's29', 's20', 's11', 'r387', 's2', 's1', 'r826', 's46', 's19', 'r828', 'r4', 's28', 's55', 's10', 'r831', 's37']"
834,r835,T1,9688008,recv,7,"['r3', 's63', 'r833', 's1', 'r69', 's19', 'r830', 's54', 'r74', 's45', 'r827', 's27', 's28', 's10', 's3', 's36', 's9', 's18']"
835,r836,T2,9688008,recv,7,"['s38', 's29', 's46', 'r4', 's10', 's20', 's47', 's28', 's55', 's37', 'r387', 's2', 'r826', 's19', 'r828', 'r834', 's11', 's1', 'r831']"
836,r837,T4,9688008,recv,6,"['s38', 's29', 's20', 's11', 'r250', 's2', 'r18', 's56', 's65', 'r832', 's45', 's47', 'r9', 's9', 's36', 's27', 's18', 'r829']"
837,r838,T1,9688008,recv,8,"['r3', 's46', 's45', 's10', 's36', 's27', 'r69', 'r830', 's54', 'r835', 'r827', 's28', 's3', 's37', 's63', 'r833', 's19', 'r74', 's1', 's9', 's18']"
838,r839,T2,9688008,recv,8,"['s38', 's29', 's46', 'r4', 's10', 's20', 'r836', 's47', 's28', 's55', 's37', 'r387', 's2', 'r826', 's19', 'r828', 'r834', 's11', 's1', 's4', 'r831']"
839,r840,T4,9688008,recv,7,"['s38', 's29', 'r18', 'r250', 's45', 's36', 's27', 's20', 's56', 'r832', 's47', 'r837', 's2', 's65', 's11', 'r9', 's9', 's18', 'r829']"
840,r841,T2,9688008,recv,3,"['s29', 'r131', 's20', 's11', 's1', 's2', 's46', 's19', 's28', 's10', 'r4', 's55', 's37']"
841,r842,T1,9688008,recv,4,"['r3', 's63', 's1', 's54', 'r19', 'r10', 's45', 's10', 's9', 's3', 's36', 's27', 's18']"
842,r843,T2,9688008,recv,4,"['s29', 'r131', 's20', 's11', 's2', 's1', 's46', 's19', 'r841', 's28', 's10', 'r4', 's55', 's37']"
843,r844,T1,9688008,recv,5,"['r3', 's63', 's1', 's19', 's54', 'r19', 'r10', 's45', 's28', 's10', 's9', 's3', 's36', 's27', 's18', 'r842']"
844,r845,T2,9688008,recv,5,"['s29', 'r131', 's20', 's11', 's2', 's1', 's46', 's19', 's4', 'r841', 's28', 's10', 'r4', 's55', 'r843', 's37']"
845,r846,T1,9688008,recv,6,"['r3', 's63', 's1', 'r842', 's19', 'r844', 's54', 'r19', 'r10', 's45', 's28', 's10', 's9', 's3', 's36', 's27', 's18', 's37']"
846,r847,T2,9688008,recv,6,"['s38', 's29', 'r131', 's20', 's11', 's2', 's1', 's46', 'r845', 's4', 's19', 'r841', 's28', 's10', 'r4', 's55', 'r843', 's37']"
847,r848,T1,9688008,recv,7,"['r3', 's46', 's45', 's10', 's36', 's27', 's54', 's28', 's3', 'r844', 's37', 's63', 's19', 'r846', 'r842', 's1', 'r19', 'r10', 's9', 's18']"
848,r849,T2,9688008,recv,7,"['s38', 's29', 's46', 's10', 'r4', 'r843', 's20', 'r845', 'r841', 's28', 's55', 's64', 's37', 'r131', 's2', 's19', 'r847', 's11', 's1', 's4']"
849,r850,T1,9688008,recv,8,"['r3', 's46', 's45', 's10', 's36', 's27', 'r848', 's54', 's28', 's3', 'r844', 's37', 's63', 's19', 'r846', 'r842', 's1', 'r19', 'r10', 's9', 's18']"
850,r851,T2,9688008,recv,8,"['s38', 's29', 's46', 's10', 'r4', 'r843', 's20', 'r845', 'r841', 's28', 's55', 's64', 's37', 'r131', 's2', 's19', 'r847', 's11', 's1', 's4', 'r849']"
851,r852,T2,9688008,recv,3,"['s38', 's29', 's20', 's11', 's2', 's4', 'r218', 'r4']"
852,r853,T1,9688008,recv,4,"['r3', 's1', 's19', 's28', 's10', 'r133', 'r130']"
853,r854,T2,9688008,recv,4,"['s38', 's29', 's20', 's11', 's2', 's4', 'r218', 'r4', 'r852']"
854,r855,T1,9688008,recv,5,"['r3', 's1', 's19', 's28', 's10', 's3', 'r130', 'r853', 'r133']"
855,r856,T2,9688008,recv,5,"['s29', 's38', 's20', 's11', 's2', 's4', 'r218', 'r4', 'r854', 'r852']"
856,r857,T1,9688008,recv,6,"['r3', 'r855', 's1', 's19', 's28', 's10', 's3', 'r130', 'r853', 'r133', 's37']"
857,r858,T2,9688008,recv,6,"['s29', 's38', 's46', 's10', 'r4', 's20', 'r856', 's28', 'r218', 's55', 's64', 's37', 's2', 's19', 's11', 's1', 's4', 'r854', 'r852']"
858,r859,T1,9688008,recv,7,"['r3', 'r855', 's1', 's46', 'r857', 's19', 's28', 's10', 's3', 'r130', 'r853', 'r133', 's37']"
859,r860,T2,9688008,recv,7,"['s38', 's29', 's46', 's10', 'r4', 's20', 'r856', 's47', 's28', 'r218', 's55', 's64', 'r858', 's37', 's2', 's19', 's11', 's1', 's4', 'r854', 'r852']"
860,r861,T4,9688008,recv,6,"['s38', 's29', 's20', 's11', 'r250', 's2', 'r18', 's56', 'r254', 's65', 's18', 's45', 's47', 'r9', 's9', 's36', 's27', 'r796']"
861,r862,T1,9688008,recv,8,"['r3', 's46', 's45', 's10', 'r133', 's36', 's27', 's54', 's28', 's3', 'r859', 's37', 'r855', 's19', 'r853', 's1', 'r857', 'r130', 's9', 's18']"
862,r863,T2,9688008,recv,8,"['s38', 's29', 's46', 's10', 'r4', 's20', 'r856', 's47', 's28', 'r218', 's55', 's64', 'r858', 's37', 's2', 's19', 'r860', 's11', 's1', 's4', 'r854', 'r852']"
863,r864,T4,9688008,recv,7,"['s38', 's29', 'r18', 'r250', 's45', 's36', 's27', 's20', 's56', 'r796', 's47', 's2', 'r254', 's65', 's11', 'r861', 'r9', 's9', 's18']"
864,r865,T1,9688008,recv,5,"['r3', 'r428', 's1', 's19', 's54', 'r431', 's45', 'r103', 's27', 's28', 's10', 's36', 's9', 's18']"
865,r866,T2,9688008,recv,5,"['s38', 's29', 's20', 's11', 's1', 's2', 's46', 's19', 's47', 's28', 's10', 'r248', 's55', 'r4', 's64', 'r245', 's37', 'r496']"
866,r867,T4,9688008,recv,5,"['s38', 's29', 's20', 'r18', 's11', 's2', 's56', 's65', 'r696', 's47', 's27', 'r9', 's36', 'r694', 's9', 's18']"
867,r868,T1,9688008,recv,6,"['r3', 's1', 'r428', 's19', 's54', 'r431', 's45', 'r865', 'r103', 's28', 's10', 's27', 's36', 's9', 's18', 's37']"
868,r869,T2,9688008,recv,6,"['s38', 's29', 's46', 'r866', 's10', 'r4', 'r245', 's20', 's47', 's28', 's55', 's64', 's37', 's2', 's19', 'r496', 's11', 's1', 'r248']"
869,r870,T1,9688008,recv,7,"['r3', 's1', 'r428', 's46', 's19', 's54', 'r431', 'r868', 'r865', 's45', 's28', 's10', 's27', 'r103', 's36', 's9', 's18', 's37']"
870,r871,T2,9688008,recv,7,"['s38', 's29', 's46', 'r866', 's10', 'r4', 'r245', 's20', 's47', 's28', 's55', 's64', 's37', 's2', 's19', 'r869', 'r496', 's11', 's1', 'r248']"
871,r872,T4,9688008,recv,6,"['s38', 's29', 's20', 'r18', 's11', 's2', 's56', 'r867', 's65', 'r696', 's45', 's47', 'r9', 's9', 's36', 'r694', 's27', 's18']"
872,r873,T1,9688008,recv,8,"['r3', 's46', 's45', 's10', 's36', 's27', 'r870', 's54', 'r103', 's28', 's3', 's37', 's19', 'r431', 's1', 'r428', 'r868', 'r865', 's9', 's18']"
873,r874,T2,9688008,recv,8,"['s38', 's29', 's46', 'r866', 's10', 'r4', 'r245', 's20', 's47', 's28', 's55', 's64', 's37', 's2', 's19', 'r869', 'r496', 's11', 's1', 'r871', 's4', 'r248']"
874,r875,T4,9688008,recv,7,"['s38', 's29', 'r18', 's45', 's36', 's27', 's20', 's56', 's47', 'r694', 'r872', 's2', 's65', 'r696', 's11', 'r867', 'r9', 's9', 's18']"
875,r876,T3,9688008,recv,2,"['s21', 's39', 's30', 's57', 's12', 's3', 'r1', 's48']"
876,r877,T3,9688008,recv,3,"['r876', 's21', 's39', 's30', 's57', 's12', 's3', 'r1', 's48']"
877,r878,T3,9688008,recv,4,"['r876', 's21', 's39', 's30', 's57', 'r877', 's12', 's3', 'r1', 's48']"
878,r879,T4,9688008,recv,4,"['s38', 's29', 's20', 'r18', 's11', 's2', 's56', 's47', 'r311', 'r9', 's9', 's27', 's18']"
879,r880,T3,9688008,recv,5,"['s21', 'r876', 's39', 's30', 'r878', 's57', 'r877', 's12', 's3', 'r1', 's48']"
880,r881,T4,9688008,recv,5,"['s38', 's29', 's20', 'r18', 's11', 's2', 's56', 'r879', 's47', 'r311', 'r9', 's9', 's36', 's27', 's18']"
881,r882,T1,9688008,recv,6,"['r3', 's1', 'r650', 's19', 's54', 'r155', 'r652', 's45', 's27', 's28', 's10', 'r158', 's36', 's9', 's18', 's37']"
882,r883,T3,9688008,recv,6,"['s21', 'r876', 's39', 's30', 'r878', 's57', 'r877', 's12', 's3', 'r1', 'r880', 's48']"
883,r884,T1,9688008,recv,7,"['r3', 's1', 'r650', 's46', 's19', 's54', 'r155', 'r652', 's45', 's28', 's10', 's27', 'r158', 's36', 'r882', 's9', 's18', 's37']"
884,r885,T4,9688008,recv,6,"['s38', 's29', 's20', 'r18', 's11', 's2', 's56', 's18', 's45', 'r879', 's47', 'r311', 'r9', 's9', 's36', 's27', 'r881']"
885,r886,T3,9688008,recv,7,"['s21', 'r876', 's39', 'r883', 's30', 'r878', 's57', 'r877', 's12', 's3', 'r1', 'r880', 's48']"
886,r887,T1,9688008,recv,8,"['r3', 's46', 'r155', 's45', 's10', 's36', 's27', 'r650', 's54', 'r652', 's28', 's3', 's37', 's19', 'r158', 's1', 'r884', 'r882', 's9', 's18']"
887,r888,T4,9688008,recv,7,"['s38', 's29', 's20', 'r18', 's11', 's2', 'r885', 's56', 's18', 's45', 'r879', 's47', 's27', 'r311', 'r9', 's36', 's9', 'r881']"
888,r889,T3,9688008,recv,8,"['s21', 'r876', 's39', 's1', 'r883', 's30', 'r878', 's57', 'r877', 'r886', 's12', 's3', 'r1', 'r880', 's48']"
889,r890,T2,9688008,recv,2,"['s1', 's46', 's19', 's28', 'r4', 's10', 's55', 's64', 's37']"
890,r891,T2,9688008,recv,3,"['s20', 's11', 's2', 's1', 's46', 's19', 's28', 'r4', 's10', 's55', 's64', 'r890', 's37']"
891,r892,T2,9688008,recv,4,"['s29', 'r891', 's20', 's11', 's2', 's1', 's46', 's19', 's28', 'r4', 's10', 's55', 's64', 'r890', 's37']"
892,r893,T1,9688008,recv,5,"['r3', 's63', 'r312', 's1', 's46', 's19', 's54', 's45', 's28', 's10', 's9', 'r133', 's36', 'r130', 's27', 's18', 's37']"
893,r894,T2,9688008,recv,5,"['s38', 's29', 'r891', 's20', 's11', 's2', 's1', 's46', 's19', 'r892', 's28', 'r4', 's10', 's55', 's64', 'r890', 's37']"
894,r895,T4,9688008,recv,5,"['r220', 's45', 'r353', 'r224', 'r9', 's9', 's36', 's27', 's18']"
895,r896,T1,9688008,recv,6,"['r3', 's63', 's1', 'r312', 's46', 's19', 's54', 's45', 'r130', 's28', 's10', 's9', 'r133', 's36', 'r893', 's27', 's18', 's37']"
896,r897,T2,9688008,recv,6,"['s38', 's29', 's46', 'r892', 'r4', 's10', 's20', 's47', 'r894', 's28', 's55', 's64', 's37', 's2', 's19', 'r891', 's11', 's1', 'r890']"
897,r898,T1,9688008,recv,7,"['r3', 's46', 's45', 's10', 'r133', 's36', 'r893', 's27', 'r312', 's54', 's28', 's37', 's63', 's19', 's1', 'r896', 'r130', 's9', 's18']"
898,r899,T2,9688008,recv,7,"['s38', 's29', 's46', 'r892', 's10', 'r4', 's20', 'r894', 's28', 's47', 's55', 's64', 's37', 's2', 's19', 'r897', 'r891', 's11', 's1', 'r890']"
899,r900,T4,9688008,recv,6,"['s38', 's29', 's20', 's11', 's2', 's56', 'r220', 's45', 'r353', 's47', 'r224', 'r9', 's9', 's36', 's27', 's18', 'r895']"
900,r901,T1,9688008,recv,8,"['r3', 's46', 's45', 's10', 'r133', 's36', 'r893', 's27', 'r312', 's54', 's28', 's37', 's63', 's19', 's1', 'r896', 'r898', 'r130', 's9', 's18']"
901,r902,T2,9688008,recv,8,"['s38', 's29', 's46', 'r892', 's10', 'r4', 's20', 'r894', 's28', 's47', 's55', 's64', 's37', 's2', 's19', 'r897', 'r891', 's11', 's1', 'r899', 'r890']"
902,r903,T4,9688008,recv,7,"['s38', 's29', 's20', 's11', 's2', 'r900', 's56', 'r220', 's45', 'r353', 's47', 's27', 'r224', 'r9', 's36', 's9', 's18', 'r895']"
903,r904,T1,9688008,recv,4,"['r3', 's1', 's19', 'r155', 'r158', 's28', 's10', 's3', 's37']"
904,r905,T2,9688008,recv,4,"['s29', 's20', 's11', 's2', 'r70', 'r771', 'r4']"
905,r906,T1,9688008,recv,5,"['r3', 's1', 'r904', 's19', 's54', 'r155', 's45', 's27', 'r158', 's28', 's10', 's3', 's36', 's9', 's18', 's37']"
906,r907,T2,9688008,recv,5,"['s38', 's29', 's20', 's11', 's2', 'r70', 'r771', 'r4', 'r905']"
907,r908,T4,9688008,recv,5,"['r297', 'r73', 'r294', 's45', 'r9', 's9', 's36', 's27', 's18']"
908,r909,T1,9688008,recv,6,"['r3', 's1', 's46', 'r906', 'r904', 's19', 's54', 'r155', 's45', 's28', 's10', 's27', 'r158', 's3', 's36', 's9', 's18', 's37']"
909,r910,T2,9688008,recv,6,"['s38', 's29', 'r907', 's20', 's11', 's2', 'r70', 'r771', 's47', 'r4', 'r905']"
910,r911,T1,9688008,recv,7,"['r3', 's46', 'r906', 'r904', 'r155', 's45', 's10', 's36', 's27', 's54', 's28', 's3', 's37', 's63', 'r909', 's19', 'r158', 's1', 's9', 's18']"
911,r912,T2,9688008,recv,7,"['s38', 's29', 'r907', 's46', 'r910', 's10', 'r4', 's20', 's47', 's28', 's55', 's64', 's37', 's2', 's19', 'r771', 's11', 's1', 'r70', 'r905']"
912,r913,T4,9688008,recv,6,"['s38', 's29', 'r297', 's20', 's11', 's2', 'r73', 's56', 's36', 's65', 'r294', 's45', 's47', 'r9', 's9', 'r908', 's27', 's18']"
913,r914,T1,9688008,recv,8,"['r3', 's46', 'r906', 'r904', 'r155', 's45', 's10', 's36', 's27', 's54', 's28', 's3', 's37', 's63', 'r909', 's19', 'r911', 'r158', 's1', 's9', 's18']"
914,r915,T2,9688008,recv,8,"['s38', 's29', 'r907', 's46', 'r910', 's10', 'r4', 's20', 's47', 's28', 's55', 's64', 's37', 's2', 's19', 'r771', 's11', 's1', 'r70', 'r905', 'r912']"
915,r916,T4,9688008,recv,7,"['s38', 's29', 'r294', 's45', 's36', 's27', 's20', 's56', 'r913', 's47', 'r908', 'r73', 'r297', 's2', 's65', 's11', 'r9', 's9', 's18']"
916,r917,T1,9688008,recv,6,"['r3', 's63', 'r774', 's1', 's46', 's19', 'r770', 'r186', 's54', 's45', 's28', 's10', 's9', 's36', 's27', 's18', 'r778', 's37']"
917,r918,T1,9688008,recv,7,"['r3', 'r774', 'r917', 's46', 's45', 's10', 's36', 's27', 'r770', 's54', 's28', 's3', 's37', 's63', 's19', 'r186', 'r778', 's1', 's9', 's18']"
918,r919,T2,9688008,recv,7,"['s38', 's29', 's20', 's11', 'r453', 's2', 'r455', 's4', 'r104', 's47', 'r4', 'r457', 'r451']"
919,r920,T1,9688008,recv,8,"['r3', 'r774', 'r917', 's46', 's45', 's10', 's36', 's27', 'r770', 's54', 's28', 's3', 's37', 's63', 's19', 'r918', 'r186', 'r778', 's1', 's9', 's18']"
920,r921,T2,9688008,recv,8,"['s38', 's29', 's46', 's10', 'r4', 'r451', 's20', 'r455', 's47', 's28', 's55', 's37', 'r453', 's2', 's19', 'r919', 's11', 's1', 's4', 'r104', 'r457']"
921,r922,T1,9688008,recv,4,"['r3', 's1', 'r428', 's19', 'r103', 's10', 's3']"
922,r923,T1,9688008,recv,5,"['r3', 's1', 'r922', 'r428', 's19', 'r103', 's28', 's10', 's3']"
923,r924,T2,9688008,recv,5,"['s29', 's38', 's20', 's11', 's2', 'r222', 'r218', 'r352', 'r4']"
924,r925,T1,9688008,recv,6,"['r923', 'r3', 's1', 'r922', 'r428', 's19', 'r103', 's28', 's10', 's3', 's37']"
925,r926,T2,9688008,recv,6,"['s29', 's38', 's20', 's11', 's2', 'r222', 's4', 'r924', 'r218', 'r352', 'r4']"
926,r927,T1,9688008,recv,7,"['r923', 'r3', 's1', 'r922', 's46', 'r428', 's19', 'r925', 'r103', 's28', 's10', 's3', 's37']"
927,r928,T2,9688008,recv,7,"['s38', 's29', 's20', 's11', 's2', 'r222', 'r926', 's4', 'r924', 's47', 'r218', 'r352', 'r4']"
928,r929,T1,9688008,recv,8,"['r3', 'r922', 's46', 's45', 'r927', 's10', 's36', 's27', 's54', 'r925', 'r103', 's28', 's3', 's37', 's19', 'r923', 's1', 'r428', 's9', 's18']"
929,r930,T2,9688008,recv,8,"['s38', 's29', 'r222', 's46', 's10', 'r4', 's20', 'r928', 's47', 's28', 'r218', 'r352', 's55', 's37', 's2', 'r926', 's19', 'r924', 's11', 's1', 's4']"
930,r931,T2,9688008,recv,6,"['s38', 's29', 's20', 's11', 's2', 'r499', 's47', 'r248', 'r4', 'r245', 'r496']"
931,r932,T2,9688008,recv,7,"['s38', 's29', 's20', 's11', 's2', 's4', 'r499', 's47', 'r248', 'r931', 'r245', 'r4', 'r496']"
932,r933,T2,9688008,recv,8,"['s38', 's29', 's46', 's10', 'r931', 'r245', 'r4', 's20', 's47', 's28', 's55', 's37', 's2', 's19', 'r499', 'r496', 'r932', 's11', 's1', 's4', 'r248']"
933,r934,T1,9688008,recv,4,"['r3', 's63', 's1', 'r69', 'r74', 's54', 's45', 's10', 's9', 's3', 's36', 's27', 's18']"
934,r935,T1,9688008,recv,5,"['r3', 's63', 's1', 'r69', 's19', 'r74', 's54', 's45', 's28', 's10', 's9', 's3', 's36', 's27', 'r934', 's18']"
935,r936,T1,9688008,recv,6,"['r3', 's63', 's1', 'r69', 's19', 'r74', 's54', 's45', 'r935', 's28', 's10', 's9', 's3', 's36', 's27', 'r934', 's18', 's37']"
936,r937,T1,9688008,recv,7,"['r3', 's46', 's45', 's10', 's36', 's27', 'r934', 'r936', 'r69', 's54', 's28', 's3', 's37', 's63', 's19', 'r74', 'r935', 's1', 's9', 's18']"
937,r938,T2,9688008,recv,7,"['s38', 's29', 'r38', 's46', 's10', 'r4', 's20', 'r20', 's28', 's55', 's64', 's37', 's2', 'r47', 's19', 's11', 'r29', 's1', 's4', 'r11']"
938,r939,T1,9688008,recv,8,"['r3', 's46', 's45', 's10', 's36', 's27', 'r934', 'r936', 'r69', 's54', 's28', 's3', 's37', 's63', 's19', 'r74', 'r935', 'r937', 's1', 's9', 's18']"
939,r940,T2,9688008,recv,8,"['s38', 's29', 'r38', 's46', 's10', 'r4', 's20', 'r20', 's28', 's55', 's64', 's37', 'r938', 's2', 'r47', 's19', 's11', 'r29', 's1', 's4', 'r11']"
