SYN,Task,Buffer,TestCase,SVAR,Def-Use,Plnv,Race,Task,Buffer,TestCase,SVAR,Def-Use,Plnv,Race
48,12,1,69,0.000714605,0.086734694,0.195157838,24,12,1,4,0.000133032,0.006802721,0.125735688,2
