,SYN,Task,Buffer,TestCase,SVAR,Def-Use,Plnv,Race,Task,Buffer,TestCase,SVAR,Def-Use,Plnv,Race
0,38.0,16.0,1.0,24.0,0.015940560621411685,0.06882591093117409,0.28194444444444444,20.0,16.0,1.0,6.0,0.008308004052684904,0.016194331983805668,0.2388888888888889,4.0
