,SYN,Task,Buffer,TestCase,SVAR,Def-Use,Plnv,Race,Task,Buffer,TestCase,SVAR,Def-Use,Plnv,Race
0,12.0,12.0,1.0,19.0,0.4659090909090909,0.16666666666666666,0.664179104477612,7.0,12.0,1.0,19.0,0.4659090909090909,0.16666666666666666,0.664179104477612,7.0
