,SYN,Task,Buffer,TestCase,SVAR,Def-Use,Plnv,Race,Task,Buffer,TestCase,SVAR,Def-Use,Plnv,Race
0,22.0,12.0,1.0,178.0,0.241203007518797,0.17786561264822134,0.6229135053110774,23.0,12.0,1.0,137.0,0.10526315789473684,0.09090909090909091,0.48103186646433993,13.0
