,SYN,Task,Buffer,TestCase,SVAR,Def-Use,Plnv,Race,Task,Buffer,TestCase,SVAR,Def-Use,Plnv,Race
0,19.0,18.0,1.0,6.0,0.2277676950998185,0.07894736842105263,0.5587431693989071,4.0,18.0,1.0,4.0,0.20689655172413793,0.05789473684210526,0.5163934426229508,2.0
